agent_id,agent_name,shift_date,shift_start_datetime,shift_end_datetime,break_start_datetime,break_end_datetime,covered_intervals
93,Kenneth Marshall,2026-01-03,2026-01-03T18:00:00,2026-01-04T02:00:00,2026-01-03T22:00:00,2026-01-03T22:30:00,15
94,Linda Marshall,2026-01-03,2026-01-03T18:00:00,2026-01-04T02:00:00,2026-01-03T22:00:00,2026-01-03T22:30:00,15
95,Christine Redfern,2026-01-03,2026-01-03T18:00:00,2026-01-04T02:00:00,2026-01-03T22:00:00,2026-01-03T22:30:00,15
96,Patrick Redfern,2026-01-03,2026-01-03T18:00:00,2026-01-04T02:00:00,2026-01-03T22:00:00,2026-01-03T22:30:00,15
97,Horace Blatt,2026-01-03,2026-01-03T18:00:00,2026-01-04T02:00:00,2026-01-03T22:00:00,2026-01-03T22:30:00,15
98,Rosamund Darnley,2026-01-03,2026-01-03T18:00:00,2026-01-04T02:00:00,2026-01-03T22:00:00,2026-01-03T22:30:00,15
99,Emily Brewster,2026-01-03,2026-01-03T18:00:00,2026-01-04T02:00:00,2026-01-03T22:00:00,2026-01-03T22:30:00,15
100,Carrie Gardener,2026-01-03,2026-01-03T18:00:00,2026-01-04T02:00:00,2026-01-03T22:00:00,2026-01-03T22:30:00,15
101,Odell Gardener,2026-01-03,2026-01-03T18:00:00,2026-01-04T02:00:00,2026-01-03T22:00:00,2026-01-03T22:30:00,15
102,Stephen Lane,2026-01-03,2026-01-03T18:00:00,2026-01-04T02:00:00,2026-01-03T22:00:00,2026-01-03T22:30:00,15
103,Gladys Narracott,2026-01-03,2026-01-03T18:00:00,2026-01-04T02:00:00,2026-01-03T22:00:00,2026-01-03T22:30:00,15
104,Letitia Blacklock,2026-01-03,2026-01-03T18:00:00,2026-01-04T02:00:00,2026-01-03T22:00:00,2026-01-03T22:30:00,15
105,Dora Bunner,2026-01-03,2026-01-03T18:00:00,2026-01-04T02:00:00,2026-01-03T22:00:00,2026-01-03T22:30:00,15
106,Patrick Simmons,2026-01-03,2026-01-03T18:00:00,2026-01-04T02:00:00,2026-01-03T22:00:00,2026-01-03T22:30:00,15
107,Julia Simmons,2026-01-03,2026-01-03T18:00:00,2026-01-04T02:00:00,2026-01-03T22:00:00,2026-01-03T22:30:00,15
108,Phillipa Haymes,2026-01-03,2026-01-03T18:00:00,2026-01-04T02:00:00,2026-01-03T22:00:00,2026-01-03T22:30:00,15
109,Mitzi,2026-01-03,2026-01-03T18:00:00,2026-01-04T02:00:00,2026-01-03T22:00:00,2026-01-03T22:30:00,15
110,Rudi Scherz,2026-01-03,2026-01-03T18:00:00,2026-01-04T02:00:00,2026-01-03T22:00:00,2026-01-03T22:30:00,15
111,Charlotte Blacklock,2026-01-03,2026-01-03T18:00:00,2026-01-04T02:00:00,2026-01-03T22:00:00,2026-01-03T22:30:00,15
112,Belle Goedler,2026-01-03,2026-01-03T18:00:00,2026-01-04T02:00:00,2026-01-03T22:00:00,2026-01-03T22:30:00,15
113,Emma Stamfordis,2026-01-03,2026-01-03T18:00:00,2026-01-04T02:00:00,2026-01-03T22:00:00,2026-01-03T22:30:00,15
114,Edmund Swettenham,2026-01-03,2026-01-03T18:00:00,2026-01-04T02:00:00,2026-01-03T22:00:00,2026-01-03T22:30:00,15
115,Bunch Harmon,2026-01-03,2026-01-03T18:00:00,2026-01-04T02:00:00,2026-01-03T22:00:00,2026-01-03T22:30:00,15
116,Julian Harmon,2026-01-03,2026-01-03T18:00:00,2026-01-04T02:00:00,2026-01-03T22:00:00,2026-01-03T22:30:00,15
117,Ruby Keene,2026-01-03,2026-01-03T18:00:00,2026-01-04T02:00:00,2026-01-03T22:00:00,2026-01-03T22:30:00,15
118,Basil Blake,2026-01-03,2026-01-03T18:00:00,2026-01-04T02:00:00,2026-01-03T22:00:00,2026-01-03T22:30:00,15
119,Dinah Lee,2026-01-03,2026-01-03T18:00:00,2026-01-04T02:00:00,2026-01-03T22:00:00,2026-01-03T22:30:00,15
120,Conway Jefferson,2026-01-03,2026-01-03T18:00:00,2026-01-04T02:00:00,2026-01-03T22:00:00,2026-01-03T22:30:00,15
121,Mark Gaskell,2026-01-03,2026-01-03T18:00:00,2026-01-04T02:00:00,2026-01-03T22:00:00,2026-01-03T22:30:00,15
122,Adelaide Jefferson,2026-01-03,2026-01-03T18:00:00,2026-01-04T02:00:00,2026-01-03T22:00:00,2026-01-03T22:30:00,15
123,Josie Turner,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
124,Raymond Starr,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
125,Hugo McLean,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
126,Jason Rafiel,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
127,Esther Walters,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
128,Molly Kendall,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
129,Tim Kendall,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
130,Major Palgrave,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
131,Victoria Johnson,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
132,Lucky Dyson,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
133,Greg Dyson,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
134,Edward Hillingdon,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
135,Evelyn Hillingdon,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
136,Jackson,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
137,Elizabeth Temple,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
138,Clotilde Bradbury-Scott,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
139,Anthea Bradbury-Scott,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
140,Lavinia Glynne,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
141,Michael Rafiel,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
142,Verity Hunt,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
143,Nora Broad,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
144,Miss Cooke,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
145,Miss Barrow,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
146,Caroline Crale,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
147,Amyas Crale,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
148,Carla Lemarchant,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
149,Angela Warren,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
150,Cecilia Williams,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
151,Meredith Blake,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
152,Philip Blake,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
153,Elsa Greer,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
154,Quentin Fogg,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
155,Mr Shaitana,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
156,Anne Meredith,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
157,Rhoda Dawes,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
158,Major Despard,2026-01-04,2026-01-04T03:00:00,2026-01-04T11:00:00,2026-01-04T07:00:00,2026-01-04T07:30:00,15
159,Dr Roberts,2026-01-04,2026-01-04T06:00:00,2026-01-04T14:00:00,2026-01-04T10:00:00,2026-01-04T10:30:00,15
160,Mrs Lorrimer,2026-01-04,2026-01-04T06:00:00,2026-01-04T14:00:00,2026-01-04T10:00:00,2026-01-04T10:30:00,15
1,Hercule Poirot,2026-01-04,2026-01-04T06:00:00,2026-01-04T14:00:00,2026-01-04T10:00:00,2026-01-04T10:30:00,15
2,Jane Marple,2026-01-04,2026-01-04T06:00:00,2026-01-04T14:00:00,2026-01-04T10:00:00,2026-01-04T10:30:00,15
3,Arthur Hastings,2026-01-04,2026-01-04T06:00:00,2026-01-04T14:00:00,2026-01-04T10:00:00,2026-01-04T10:30:00,15
4,Felicity Lemon,2026-01-04,2026-01-04T06:00:00,2026-01-04T14:00:00,2026-01-04T10:00:00,2026-01-04T10:30:00,15
5,James Japp,2026-01-04,2026-01-04T06:00:00,2026-01-04T14:00:00,2026-01-04T10:00:00,2026-01-04T10:30:00,15
6,Ariadne Oliver,2026-01-04,2026-01-04T06:00:00,2026-01-04T14:00:00,2026-01-04T10:00:00,2026-01-04T10:30:00,15
7,George Valet,2026-01-04,2026-01-04T06:00:00,2026-01-04T14:00:00,2026-01-04T10:00:00,2026-01-04T10:30:00,15
8,Tommy Beresford,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
9,Tuppence Beresford,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
10,Albert Batt,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
11,Mr Carter,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
12,Harley Quin,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
13,Mr Satterthwaite,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
14,Parker Pyne,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
15,Colonel Race,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
16,Superintendent Battle,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
17,John Cavendish,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
18,Mary Cavendish,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
19,Lawrence Cavendish,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
20,Emily Inglethorp,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
21,Alfred Inglethorp,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
22,Evelyn Howard,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
23,Cynthia Murdoch,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
24,Dr Bauerstein,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
25,Paul Renauld,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
26,Eloise Renauld,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
27,Jack Renauld,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
28,Marthe Daubreuil,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
29,Madame Daubreuil,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
30,Bella Duveen,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
31,Dulcie Duveen,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
32,Lucien Bex,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
33,Monsieur Giraud,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
34,Roger Ackroyd,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
35,Ralph Paton,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
36,Flora Ackroyd,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
37,Ursula Bourne,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
38,Caroline Sheppard,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
39,James Sheppard,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
40,Hector Blunt,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
41,Geoffrey Raymond,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
42,Cecil Ackroyd,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
43,Mrs Ferrars,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
44,Alexander Cust,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
45,Franklin Clarke,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
46,Megan Barnard,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
47,Donald Fraser,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
48,Mary Drower,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
49,Thora Grey,2026-01-04,2026-01-04T07:00:00,2026-01-04T15:00:00,2026-01-04T11:00:00,2026-01-04T11:30:00,15
50,Carmichael Clarke,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
51,Linnet Ridgeway,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
52,Simon Doyle,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
53,Jacqueline Bellefort,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
54,Louise Bourget,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
55,Andrew Pennington,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
56,Tim Allerton,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
57,Joanna Southwood,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
58,Salome Otterbourne,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
59,Rosalie Otterbourne,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
60,Cornelia Robson,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
61,Marie Van Schuyler,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
62,Miss Bowers,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
63,Mr Ferguson,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
64,Guido Richetti,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
65,Jim Fanthorp,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
66,Fleetwood,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
67,Edward Ratchett,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
68,Hector MacQueen,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
69,Edward Masterman,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
70,Pierre Michel,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
71,Mary Debenham,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
72,Colonel Arbuthnot,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
73,Princess Dragomiroff,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
74,Hildegarde Schmidt,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
75,Count Andrenyi,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
76,Countess Andrenyi,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
77,Greta Ohlsson,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
78,Antonio Foscarelli,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
79,Cyrus Hardman,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
80,Caroline Hubbard,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
81,Vera Claythorne,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
82,Philip Lombard,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
83,Lawrence Wargrave,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
84,Emily Brent,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
85,John Macarthur,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
86,Edward Armstrong,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
87,William Blore,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
88,Anthony Marston,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
89,Thomas Rogers,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
90,Ethel Rogers,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
91,Isaac Morris,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
92,Arlena Stuart,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
93,Kenneth Marshall,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
94,Linda Marshall,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
95,Christine Redfern,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
96,Patrick Redfern,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
97,Horace Blatt,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
98,Rosamund Darnley,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
99,Emily Brewster,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
100,Carrie Gardener,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
101,Odell Gardener,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
102,Stephen Lane,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
103,Gladys Narracott,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
104,Letitia Blacklock,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
105,Dora Bunner,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
106,Patrick Simmons,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
107,Julia Simmons,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
108,Phillipa Haymes,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
109,Mitzi,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
110,Rudi Scherz,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
111,Charlotte Blacklock,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
112,Belle Goedler,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
113,Emma Stamfordis,2026-01-04,2026-01-04T16:00:00,2026-01-05T00:00:00,2026-01-04T20:00:00,2026-01-04T20:30:00,15
114,Edmund Swettenham,2026-01-05,2026-01-05T08:00:00,2026-01-05T16:00:00,2026-01-05T12:00:00,2026-01-05T12:30:00,15
115,Bunch Harmon,2026-01-05,2026-01-05T08:00:00,2026-01-05T16:00:00,2026-01-05T12:00:00,2026-01-05T12:30:00,15
116,Julian Harmon,2026-01-05,2026-01-05T08:00:00,2026-01-05T16:00:00,2026-01-05T12:00:00,2026-01-05T12:30:00,15
117,Ruby Keene,2026-01-05,2026-01-05T08:00:00,2026-01-05T16:00:00,2026-01-05T12:00:00,2026-01-05T12:30:00,15
118,Basil Blake,2026-01-05,2026-01-05T08:00:00,2026-01-05T16:00:00,2026-01-05T12:00:00,2026-01-05T12:30:00,15
119,Dinah Lee,2026-01-05,2026-01-05T08:00:00,2026-01-05T16:00:00,2026-01-05T12:00:00,2026-01-05T12:30:00,15
120,Conway Jefferson,2026-01-05,2026-01-05T08:00:00,2026-01-05T16:00:00,2026-01-05T12:00:00,2026-01-05T12:30:00,15
121,Mark Gaskell,2026-01-05,2026-01-05T08:00:00,2026-01-05T16:00:00,2026-01-05T12:00:00,2026-01-05T12:30:00,15
122,Adelaide Jefferson,2026-01-05,2026-01-05T08:00:00,2026-01-05T16:00:00,2026-01-05T12:00:00,2026-01-05T12:30:00,15
123,Josie Turner,2026-01-05,2026-01-05T08:00:00,2026-01-05T16:00:00,2026-01-05T12:00:00,2026-01-05T12:30:00,15
124,Raymond Starr,2026-01-05,2026-01-05T08:00:00,2026-01-05T16:00:00,2026-01-05T12:00:00,2026-01-05T12:30:00,15
125,Hugo McLean,2026-01-05,2026-01-05T08:00:00,2026-01-05T16:00:00,2026-01-05T12:00:00,2026-01-05T12:30:00,15
126,Jason Rafiel,2026-01-05,2026-01-05T08:00:00,2026-01-05T16:00:00,2026-01-05T12:00:00,2026-01-05T12:30:00,15
